//X Y Z Classification
504081.29000092 463009.29000092 385.79000854 16
504058.20999908 463039.74000549 386.57000732 16
504075.13999939 463017.41000366 383.36999512 2
504067.81999969 463027.08000183 383.33999634 2
504079.31999969 463011.94000244 383.29000854 2
504077.5 463014.33999634 383.41000366 2
504062.38000107 463034.28999329 383.36999512 2
504071.18000031 463022.69999695 383.36999512 2
504070.16999817 463024.04000092 383.45999146 2
504060.54999924 463036.74000549 383.44000244 2
504070.62000275 463023.48000336 383.35998535 2
504067.69000244 463027.33999634 383.35998535 2
504071.72000122 463022.04000092 383.27999878 2
504066.41000366 463029.05999756 386.70001221 16
504077.22000122 463014.80999756 383.42999268 2
504061.56000137 463035.47000122 383.44000244 2
504077.19999695 463014.86000061 383.42999268 2
504081.69000244 463008.94000244 385.55999756 16
504071.12000275 463022.90000153 383.32000732 2
504072.94000244 463020.51999664 386.02999878 16
504058 463040.22000122 386.77999878 16
504060.22999954 463037.28999329 383.33999634 2
504082.20999908 463008.31999969 383.23999023 2
504067.65000153 463027.51999664 383.42999268 2
504079.43000031 463012.01000214 383.23001099 2
504065.05000305 463030.99000549 385.55999756 16
504073.70999908 463019.56999969 386.29000854 16
504081.26999664 463009.61000061 386.1000061 16
504063.79999924 463032.67999268 383.33999634 2
504079.87000275 463011.48000336 383.35998535 2
504066.16999817 463029.57000732 386.01998901 16
504071.83000183 463022.11000061 383.23999023 2
504068.37999725 463026.66000366 383.39001465 2
504074.23000336 463018.95999908 385.52999878 16
504063.36000061 463033.32000732 383.38000488 2
504073.05999756 463020.51999664 385.97000122 16
504072.94999695 463020.68000031 383.83999634 16
504075.97000122 463016.70999908 383.29998779 2
504074.56999969 463018.55999756 385.32998657 16
504082.19000244 463008.52999878 384.26998901 16
504059.66999817 463038.25 386.29000854 16
504062.91999817 463033.96000671 383.38000488 2
504074.87000275 463018.22000122 383.41000366 2
504060.06000137 463037.77000427 383.32998657 2
504073.44000244 463020.12000275 386.32000732 16
504062.18999863 463034.97999573 383.35998535 2
504067.48999786 463028.00999451 384.6499939 16
504065.94999695 463030.02999878 386.86999512 16
504074.16000366 463019.22000122 386.14001465 16
504065.12999725 463031.13999939 385.48001099 16
504068.47000122 463026.73999786 383.32000732 2
504070.37000275 463024.25 383.48001099 2
504073.66999817 463019.91000366 386.42999268 16
504064.98000336 463031.38000488 383.35998535 2
504075.65000153 463017.33000183 383.38000488 2
504070.18000031 463024.55000305 383.42999268 2
504077.90000153 463014.37000275 383.30999756 2
504075.75 463017.23000336 383.41000366 2
504073.98000336 463019.56999969 386.13000488 16
504076.95999908 463015.63999939 383.29998779 2
504075.08999634 463018.12000275 383.35998535 2
504059.06999969 463039.27000427 386.67001343 16
504063.31999969 463033.66999817 383.35998535 2
504065.13999939 463031.27999878 385.30999756 16
504076.72000122 463016.01999664 383.42001343 2
504079.48000336 463012.40000153 383.16000366 2
504066.34999847 463029.72000122 386.19000244 16
504077.69000244 463014.77999878 383.33999634 2
504079.62000275 463012.25 383.16000366 2
504078.79000092 463013.34999847 383.30999756 2
504064.97000122 463031.58999634 383.25 2
504063.11000061 463034.05000305 383.39001465 2
504072.77999878 463021.30000305 383.3500061 2
504070.80000305 463023.93000031 383.30999756 2
504075.33999634 463017.95999908 383.3999939 2
504074.87000275 463018.58000183 383.41000366 2
504083.01000214 463007.86000061 383.19000244 2
504077.62000275 463014.98999786 383.26998901 2
504063.63999939 463033.44000244 383.30999756 2
504069 463026.37000275 383.33999634 2
504076.97000122 463015.87999725 383.27999878 2
504063.59000015 463033.55000305 383.33999634 2
504073.41000366 463020.58999634 384.79998779 16
504080.27999878 463011.55000305 383.29000854 2
504061.59000015 463036.21000671 383.3999939 2
504072.59999847 463021.69000244 383.32000732 2
504071.12999725 463023.63999939 383.39001465 2
504069.15000153 463026.27999878 383.36999512 2
504076.66000366 463016.37000275 383.32998657 2
504058.38999939 463040.47999573 386.41000366 16
504073.27999878 463020.86000061 384.45001221 16
504083.01000214 463008.02999878 383.20999146 2
504079.33999634 463012.88999939 383.1499939 2
504060.75999832 463037.41000366 383.32000732 2
504064.06999969 463033.03999329 383.32000732 2
504072.26999664 463022.25 383.27999878 2
504081.65000153 463009.88999939 385.97000122 16
504062.70999908 463034.86999512 383.44000244 2
504060.79000092 463037.41000366 383.36999512 2
504066.55999756 463029.82000732 386.22000122 16
504069.69999695 463025.68000031 383.48001099 2
504076.30999756 463016.98999786 383.27999878 2
504078.19000244 463014.51000214 383.35998535 2
504067.83000183 463028.17999268 383.25 2
504059.74000168 463038.86999512 386.14001465 16
504059.5 463039.19999695 386.17001343 16
504081.83999634 463009.73000336 385.83999634 16
504061.93999863 463036 383.39001465 2
504080.81999969 463011.12000275 385.29998779 16
504075.58000183 463018.01999664 383.35998535 2
504064.56999969 463032.55999756 384.77999878 16
504075.55000305 463018.09999847 383.41000366 2
504082.58999634 463008.80999756 383.23001099 2
504069.97000122 463025.47000122 383.48999023 2
504072.55999756 463022.08000183 383.32000732 2
504073.95999908 463020.23000336 385.69000244 16
504069.08999634 463026.66999817 383.36999512 2
504069.33999634 463026.34999847 383.39001465 2
504063 463034.71000671 383.38000488 2
504067.88999939 463028.27999878 383.22000122 2
504070.70999908 463024.58999634 383.41000366 2
504071.44000244 463023.62000275 383.32998657 2
504083.29000092 463008 383.30999756 2
504078.76999664 463013.98999786 383.29998779 2
504068.58000183 463027.41999817 383.33999634 2
504078.93000031 463013.77999878 383.77999878 16
504069.54000092 463026.19000244 383.45001221 2
504066.41000366 463030.32000732 385.73001099 16
504072.58999634 463022.19000244 383.35998535 2
504063.06000137 463034.77999878 383.38000488 2
504075.91000366 463017.81999969 383.3500061 2
504061.13999939 463037.32000732 383.38000488 2
504080.40000153 463011.93000031 383.23001099 2
504076.44000244 463017.16000366 383.32998657 2
504080.05999756 463012.38999939 383.20001221 2
504081.58999634 463010.40000153 385.33999634 16
504061.34000015 463037.11000061 383.3500061 2
504062.09000015 463036.13000488 383.35998535 2
504079.23000336 463013.54000092 383.1499939 2
504058.29000092 463041.16000366 385.92001343 16
504083.29000092 463008.19999695 383.30999756 2
504077.25 463016.19000244 383.30999756 2
504078.91000366 463013.98999786 383.17001343 2
504064.51999664 463032.99000549 385.6000061 16
504058.72999954 463040.6499939 386.48999023 16
504066.69000244 463030.13999939 386.75 16
504069.22000122 463026.83000183 383.3999939 2
504075.45999908 463018.61000061 383.36999512 2
504076.30000305 463017.5 383.33999634 2
504073.5 463021.22000122 383.23999023 2
504079.41999817 463013.41000366 384.07998657 16
504071.56999969 463023.77999878 384.76998901 16
504075.30999756 463018.86000061 383.32998657 2
504075.75 463018.27999878 383.38000488 2
504084.19000244 463007.16999817 383.47000122 2
504079.30000305 463013.62999725 383.98999023 16
504077.05999756 463016.58000183 383.25 2
504080.08999634 463012.61000061 385.08999634 16
504072.61000061 463022.48999786 383.3500061 2
504060.59000015 463038.33999634 385.17001343 16
504073.66999817 463021.09999847 383.35998535 2
504076.93000031 463016.80999756 383.29000854 2
504073.33999634 463021.55999756 383.26000977 2
504072.22000122 463023.05999756 385.6000061 16
504070.05999756 463025.90000153 383.44000244 2
504074.19999695 463020.45999908 385.1000061 16
504061.63000107 463037.05999756 383.36999512 2
504079.66000366 463013.27999878 384.17001343 16
504065.27999878 463032.25999451 384.8999939 16
504063.38000107 463034.77999878 383.38000488 2
504071.63999939 463023.88999939 383.39001465 2
504060.04000092 463039.19999695 385.95999146 16
504066.38999939 463030.8500061 386.47000122 16
504058.59000015 463041.13999939 386.55999756 16
504076.19999695 463017.91999817 383.33999634 2
504078.77999878 463014.51000214 384.85998535 16
504078.38999939 463015.04000092 383.29998779 2
504071.23999786 463024.48999786 383.23001099 2
504069.05999756 463027.37000275 383.3999939 2
504084.23000336 463007.37999725 383.42001343 2
504073.18000031 463021.95999908 383.30999756 2
504074.59999847 463020.09999847 384.64001465 16
504074.66000366 463020.02999878 384.67999268 16
504068.88999939 463027.63999939 383.36999512 2
504078.83999634 463014.52999878 385.22000122 16
504078.44999695 463015.05999756 383.29998779 2
504064.90000153 463032.94999695 385.8500061 16
504080.05999756 463012.97000122 385.55999756 16
504059.59000015 463039.96000671 386.22000122 16
504078.80000305 463014.63999939 384.95001221 16
504061.95000076 463036.88000488 383.39001465 2
504064.18000031 463033.94000244 385.75 16
504072.37999725 463023.13999939 383.3500061 2
504071.84999847 463023.86000061 383.29998779 2
504062.65000153 463035.99000549 383.41000366 2
504080.75 463012.12999725 383.25 2
504076.80999756 463017.33000183 383.42001343 2
504083.48000336 463008.55000305 383.42999268 2
504082.90000153 463009.33000183 383.22000122 2
504077.87999725 463015.94999695 383.25 2
504073.61000061 463021.59999847 383.26000977 2
504078.84999847 463014.70999908 383.3500061 2
504063.97000122 463034.33000183 385.94000244 16
504062.65000153 463036.08999634 383.3999939 2
504076.61000061 463017.68000031 383.36999512 2
504070.94000244 463025.16999817 383.42001343 2
504078.26999664 463015.51999664 383.29000854 2
504068.51000214 463028.38999939 383.32998657 2
504075.20999908 463019.56999969 385.01000977 16
504072.44000244 463023.23999786 385.76998901 16
504079.55999756 463013.84999847 385.17999268 16
504070.37999725 463025.97000122 383.48001099 2
504061.06000137 463038.27000427 383.39001465 2
504070.98999786 463025.18000031 383.35998535 2
504080.62999725 463012.48999786 383.29000854 2
504078.83000183 463014.87000275 383.33999634 2
504083.87000275 463008.23999786 383.45001221 2
504067.05999756 463030.41999817 386.16000366 16
504069.55000305 463027.13999939 383.44000244 2
504060.40000153 463039.22000122 385.86999512 16
504078.29000092 463015.63999939 383.29000854 2
504061.75 463037.44999695 383.39001465 2
504059.08000183 463041 387.20001221 16
504061.83000183 463037.36999512 383.3999939 2
504076.48999786 463018.05000305 383.3500061 2
504064.5 463033.88999939 385.72000122 16
504071.12000275 463025.15000153 383.32998657 2
504068.34999847 463028.82000732 385.26998901 16
504062.93999863 463035.97000122 383.33999634 2
504080.93000031 463012.23999786 383.23001099 2
504079.29000092 463014.41999817 385.04000854 16
504064.11000061 463034.46000671 386.38000488 16
504079.16999817 463014.59999847 383.22000122 2
504075.81999969 463019.04000092 383.42999268 2
504079.29000092 463014.48000336 385.14001465 16
504073.86000061 463021.62999725 383.25 2
504068.98000336 463028.08999634 383.33999634 2
504074.43000031 463020.91000366 383.3500061 2
504060.83000183 463038.86000061 384.82000732 16
504079.98999786 463013.59999847 385.51000977 16
504072.77999878 463023.12999725 385.48001099 16
504063.16999817 463035.80000305 383.33999634 2
504061.90999985 463037.47000122 383.42001343 2
504067.77999878 463029.74000549 385.3999939 16
504079.37999725 463014.44999695 385.02999878 16
504065.94999695 463032.17999268 383.30999756 2
504073.44999695 463022.30000305 383.3500061 2
504077.77999878 463016.59999847 383.23001099 2
504077.43000031 463017.06999969 383.27999878 2
504081 463012.37000275 383.23001099 2
504081.88999939 463011.22000122 383.23001099 2
504069.73000336 463027.26999664 383.51998901 2
504065.16000366 463033.28999329 386.1000061 16
504070.94000244 463025.69000244 383.39001465 2
504072.01999664 463024.27999878 383.48001099 2
504066.63999939 463031.38000488 383.32998657 2
504081.91999817 463011.23999786 383.23001099 2
504069.84999847 463027.16999817 383.44000244 2
504064.16000366 463034.67999268 386.45001221 16
504069.48999786 463027.66999817 383.3999939 2
504060.58000183 463039.42999268 385.88000488 16
504066.66999817 463031.3999939 383.3500061 2
504067.77999878 463029.94999695 386.13000488 16
504065.31999969 463033.21000671 386.13000488 16
504069.80999756 463027.29000092 383.52999878 2
504063.65000153 463035.44000244 383.25 2
504079.36000061 463014.72000122 384.8999939 16
504064.75 463034 386.04998779 16
504059.47000122 463040.97999573 387.22000122 16
504059.09999847 463041.49000549 386.6499939 16
504065.52999878 463033.00999451 385.54998779 16
504062.36000061 463037.19999695 383.3500061 2
504079.73000336 463014.30999756 385.26998901 16
504069.40000153 463027.94999695 383.35998535 2
504064.12000275 463034.91000366 386.44000244 16
504064.48999786 463034.44000244 385.97000122 16
504076.41000366 463018.73999786 383.39001465 2
504076.72000122 463018.33000183 383.30999756 2
504076.37999725 463018.79000092 383.38000488 2
504078.05000305 463016.61000061 383.26998901 2
504083.94999695 463008.83000183 383.36999512 2
504077.48999786 463017.36000061 383.26998901 2
504079.37999725 463014.88999939 384.8999939 16
504065.34999847 463033.38999939 386 16
504069.08999634 463028.47000122 383.29998779 2
504066.44000244 463031.97999573 383.33999634 2
504080.80999756 463013.02999878 384.94000244 16
504060.74000168 463039.52000427 385.82998657 16
504075.09999847 463020.58999634 383.25 2
504075.30000305 463020.33000183 383.26998901 2
504059.59000015 463041.07000732 387.16000366 16
504066.90000153 463031.44999695 383.25 2
504069.72000122 463027.73000336 383.45001221 2
504082.62000275 463010.73000336 383.30999756 2
504075.91999817 463019.58000183 383.25 2
504069.20999908 463028.42999268 383.33999634 2
504080.26999664 463013.86000061 385.54998779 16
504078.79000092 463015.81999969 383.3500061 2
504074.29000092 463021.76999664 383.17001343 2
504070.94999695 463026.18000031 383.44000244 2
504082.86000061 463010.5 383.30999756 2
504065.94999695 463032.80000305 387.02999878 16
504060.99000168 463039.3500061 383.3500061 2
504076.77999878 463018.55000305 383.3500061 2
504083.98000336 463009.05000305 383.3500061 2
504080.51000214 463013.63999939 385.33999634 16
504060.11000061 463040.57000732 386.30999756 16
504081.51000214 463012.33999634 383.17999268 2
504081.13999939 463012.83999634 383.20999146 2
504066.88999939 463031.6499939 383.32998657 2
504078.40000153 463016.47000122 383.30999756 2
504076.63999939 463018.80999756 383.30999756 2
504063.77999878 463035.78999329 383.23001099 2
504080.26999664 463014.04000092 385.66000366 16
504064.48000336 463034.88999939 386.33999634 16
504082.38999939 463011.27999878 383.20001221 2
504060.08000183 463040.71000671 386.29998779 16
504060.13999939 463040.6499939 386.29998779 16
504077.59999847 463017.62999725 383.26000977 2
504065.54000092 463033.53999329 386.23001099 16
504061.90000153 463038.3500061 383.41000366 2
504064.65000153 463034.74000549 386.29000854 16
504059.04000092 463042.1499939 386.39001465 16
504076.25 463019.45999908 383.32000732 2
504070.08999634 463027.59999847 383.42999268 2
504081.20999908 463012.93000031 383.32998657 2
504075.69000244 463020.23000336 383.35998535 2
504072.91999817 463023.91000366 385.82998657 16
504066.73999786 463032.05999756 383.33999634 2
504073.93000031 463022.58999634 383.23001099 2
504062.31000137 463037.92999268 383.3999939 2
504074.06999969 463022.41999817 383.20001221 2
504077.55999756 463017.83000183 383.32000732 2
504082.41000366 463011.44000244 383.22000122 2
504066.09999847 463032.97000122 387.1000061 16
504065.12999725 463034.25999451 385.8500061 16
504077.58999634 463017.83999634 383.29998779 2
504062.97000122 463037.11999512 383.30999756 2
504077.26999664 463018.26999664 383.33999634 2
504074.54000092 463021.90000153 383.14001465 2
504067.33999634 463031.3999939 383.29000854 2
504068.77999878 463029.50999451 383.25 2
504062.13999939 463038.28999329 383.38000488 2
504081.66000366 463012.54000092 383.22000122 2
504072.51999664 463024.61000061 385.8999939 16
504078.04000092 463017.33000183 383.23999023 2
504075.16999817 463021.12999725 383.29000854 2
504077.26000214 463018.38999939 383.33999634 2
504065.51999664 463033.88999939 386.23001099 16
504077.66000366 463017.87999725 383.25 2
504084.27999878 463009.16999817 383.19000244 2
504084.62999725 463008.69999695 383.44000244 2
504066.19000244 463033.03999329 386.11999512 16
504078.68000031 463016.58999634 383.23001099 2
504064.01000214 463035.92999268 383.26000977 2
504063.93999863 463036.05000305 383.25 2
504073.34999847 463023.65000153 385.26998901 16
504071.37000275 463026.26000214 383.29998779 2
504070.47000122 463027.45999908 383.32998657 2
504080.70999908 463013.98000336 385.16000366 16
504067.55999756 463031.32000732 383.19000244 2
504078.63999939 463016.70999908 383.30999756 2
504062.63999939 463037.8500061 383.39001465 2
504065.06999969 463034.63999939 386.20999146 16
504074.83999634 463021.76999664 383.26998901 2
504063.99000168 463036.1000061 383.26998901 2
504068.93000031 463029.58000183 383.25 2
504083.55999756 463010.30000305 383.3999939 2
504065.08999634 463034.67999268 386.23001099 16
504067.01999664 463032.11999512 383.26000977 2
504069.44000244 463028.96000671 383.32998657 2
504075.30000305 463021.23999786 383.1499939 2
504078.27999878 463017.30999756 383.32000732 2
504066.31999969 463033.11000061 385.8999939 16
504069.68000031 463028.67999268 383.3500061 2
504080.26000214 463014.73999786 385.79000854 16
504061.16999817 463039.92999268 383.39001465 2
504073.58000183 463023.55999756 385.32998657 16
504059.79000092 463041.75999451 385.73001099 16
504069.44000244 463029.05999756 383.32998657 2
504084.90000153 463008.66999817 383.38000488 2
504076.51000214 463019.73999786 383.45001221 2
504074.66000366 463022.19999695 383.17999268 2
504077.63999939 463018.26999664 383.20999146 2
504080.91000366 463013.97000122 385.47000122 16
504070.20999908 463028.11000061 383.33999634 2
504078.98000336 463016.52999878 383.19000244 2
504079.98000336 463015.23000336 384.79998779 16
504077.30000305 463018.79000092 383.26000977 2
504075.95999908 463020.55000305 383.32000732 2
504072.94999695 463024.54000092 386.05999756 16
504082.54000092 463011.91000366 383.20001221 2
504085.29000092 463008.29000092 383.30999756 2
504069.97000122 463028.50999451 383.33999634 2
504080.16000366 463015.05999756 385.51000977 16
504084.41999817 463009.45999908 383.27999878 2
504066.83000183 463032.67999268 383.32000732 2
504066.44000244 463033.19000244 385.83999634 16
504078.26000214 463017.62000275 383.30999756 2
504080.02999878 463015.30000305 383.36999512 2
504085.31999969 463008.31999969 383.29998779 2
504082.22000122 463012.43000031 383.26998901 2
504059.97000122 463041.78999329 383.26998901 2
504081.68000031 463013.16000366 383.20001221 2
504074.52999878 463022.61000061 383.17999268 2
504061.88999939 463039.27999878 383.38000488 2
504081.48000336 463013.45999908 385.30999756 16
504075.09999847 463021.87999725 383.25 2
504072.84999847 463024.86000061 386.08999634 16
504063.33000183 463037.42999268 383.32000732 2
504078.19999695 463017.83000183 383.29998779 2
504072.86000061 463024.87000275 386.1000061 16
504072.34999847 463025.55999756 383.29000854 2
504061.68999863 463039.63999939 383.38000488 2
504078.68000031 463017.23000336 383.22000122 2
504080.26000214 463015.16999817 385.32000732 16
504065 463035.28999329 386.45999146 16
504083.59999847 463010.77999878 383.45999146 2
504074.26000214 463023.11000061 383.25 2
504069.20999908 463029.77999878 383.30999756 2
504076.22000122 463020.54000092 383.20001221 2
504079.16999817 463016.66999817 383.13000488 2
504074.15000153 463023.29000092 383.17999268 2
504066.34999847 463033.58999634 386.54998779 16
504072.31999969 463025.73999786 383.3999939 2
504077.95999908 463018.29000092 383.26000977 2
504066.93000031 463032.86000061 385.05999756 16
504069.59999847 463029.3500061 383.32998657 2
504070.40000153 463028.30000305 383.32000732 2
504065.08000183 463035.33999634 386.6000061 16
504061.68999863 463039.82000732 383.39001465 2
504076.66999817 463020.06999969 383.47000122 2
504064.91999817 463035.58000183 386.3500061 16
504065.08000183 463035.38999939 386.54998779 16
504074.98999786 463022.30999756 383.26998901 2
504073 463024.94999695 386.20001221 16
504060.70000076 463041.17999268 383.32000732 2
504067.65000153 463032.02000427 383.20999146 2
504086.51999664 463007.16000366 383.25 2
504079.54000092 463016.36000061 383.10998535 2
504077.44000244 463019.13999939 383.29998779 2
504068.97000122 463030.33999634 383.32998657 2
504061.40000153 463040.32000732 383.39001465 2
504077.30000305 463019.37000275 383.26998901 2
504083.56999969 463011.11000061 383.44000244 2
504079.5 463016.48000336 383.16000366 2
504077.94000244 463018.55000305 383.23001099 2
504078.68000031 463017.59999847 383.26998901 2
504067.73000336 463032.03999329 383.20999146 2
504076.19000244 463020.88999939 383.19000244 2
504082.51999664 463012.54000092 383.22000122 2
504078.51999664 463017.83999634 383.29998779 2
504078.79000092 463017.5 383.25 2
504066.44999695 463033.77000427 386.41000366 16
504080.19999695 463015.65000153 383.25 2
504069.5 463029.78999329 383.32998657 2
504062.38000107 463039.16999817 383.3999939 2
504077.68000031 463019.01000214 383.23999023 2
504080.05000305 463015.91000366 383.29998779 2
504081.48000336 463014.01999664 384.95001221 16
504060.09000015 463042.25 385.22000122 16
504080.29000092 463015.62000275 385.26998901 16
504081.94999695 463013.43000031 385.07998657 16
504064.75 463036.13999939 385.39001465 16
504070.73000336 463028.25999451 383.32000732 2
504062.45000076 463039.19000244 383.41000366 2
504071.23000336 463027.62000275 383.3500061 2
504061.38000107 463040.63000488 383.41000366 2
504064.23000336 463036.86999512 383.26000977 2
504065.58000183 463035.1000061 386.32000732 16
504083.19999695 463011.87999725 383.29998779 2
504070.40000153 463028.75999451 383.42001343 2
504081.22000122 463014.51000214 385.72000122 16
504077.91000366 463018.87000275 383.3500061 2
504084.87000275 463009.70999908 383.36999512 2
504084.27999878 463010.5 383.38000488 2
504068.80000305 463030.91999817 383.26998901 2
504077.94000244 463018.88999939 383.3500061 2
504080.23999786 463015.87000275 383.20001221 2
504060.74000168 463041.58999634 383.30999756 2
504084.90000153 463009.73999786 383.38000488 2
504083.86000061 463011.12999725 383.47000122 2
504085.16000366 463009.41000366 383.29998779 2
504079.87999725 463016.38999939 383.20999146 2
504068.91000366 463030.88000488 383.29998779 2
504064.87000275 463036.21000671 385.92001343 16
504075.76999664 463021.83999634 383.16000366 2
504063.25 463038.38000488 383.38000488 2
504066.48000336 463034.11000061 386.3999939 16
504083.5 463011.68000031 383.42999268 2
504068.12999725 463031.97000122 383.26000977 2
504076.29000092 463021.20999908 383.23999023 2
504082.83000183 463012.61000061 383.25 2
504076.76000214 463020.62999725 383.32998657 2
504080.80000305 463015.30000305 384.88000488 16
504061.29000092 463041.05000305 383.3500061 2
504071.01000214 463028.24000549 385.04998779 16
504082.98000336 463012.44999695 383.26998901 2
504069.33000183 463030.47000122 383.30999756 2
504086.31999969 463008.08000183 383.23001099 2
504070.43000031 463029.03999329 383.32000732 2
504067.86000061 463032.44999695 383.23999023 2
504081.95999908 463013.86000061 384.5 16
504079.66000366 463016.90000153 383.25 2
504074.13999939 463024.19000244 386 16
504062.29999924 463039.83000183 383.33999634 2
504068.79000092 463031.27000427 383.32000732 2
504068.41999817 463031.77999878 383.26000977 2
504073.09999847 463025.61000061 385.73001099 16
504064.37000275 463037.13999939 383.27999878 2
504084.02999878 463011.20999908 383.48001099 2
504070.40000153 463029.19000244 383.32000732 2
504064.55000305 463036.92999268 383.23999023 2
504085.27999878 463009.61000061 383.30999756 2
504069.73000336 463030.11000061 383.26998901 2
504065.51999664 463035.67999268 386.39001465 16
504065.20999908 463036.11000061 385.92001343 16
504087 463007.37000275 383.17001343 2
504065.94000244 463035.16999817 386.20999146 16
504083.26000214 463012.33000183 383.26998901 2
504065.66000366 463035.55000305 386.1499939 16
504065.73000336 463035.47000122 385.97000122 16
504084.16000366 463011.16999817 383.48999023 2
504063.45000076 463038.49000549 385.64001465 16
504071.37000275 463028.07000732 385.6499939 16
504067.91000366 463032.63000488 383.17999268 2
504080.66000366 463015.83000183 383.13000488 2
504071.38999939 463028.07000732 385.77999878 16
504069.33999634 463030.77000427 383.29998779 2
504061.81999969 463040.71000671 383.38000488 2
504079.58999634 463017.27999878 383.17999268 2
504060.34000015 463042.67999268 385.1000061 16
504080.48000336 463016.12999725 383.25 2
504081.5 463014.77999878 385.05999756 16
504060.47999954 463042.52999878 385.16000366 16
504065.80999756 463035.52000427 385.76998901 16
504078.87999725 463018.26999664 383.23001099 2
504076.22000122 463021.79000092 383.16000366 2
504081.48999786 463014.87000275 385.07998657 16
504086.72000122 463007.97000122 383.23001099 2
504066.62999725 463034.47999573 386.26998901 16
504066.68000031 463034.42999268 386.30999756 16
504066.87999725 463034.16000366 385.92999268 16
504082.98000336 463012.94999695 383.19000244 2
504082.55999756 463013.51999664 383.38000488 2
504062.77999878 463039.61000061 383.29998779 2
504067.34999847 463033.6000061 386.17999268 16
504067.55000305 463033.33000183 384.1000061 16
504081.11000061 463015.45999908 384.82998657 16
504065.05999756 463036.66000366 385.29000854 16
504061.79000092 463040.96000671 383.3500061 2
504070.05999756 463030.07000732 383.27999878 2
504079.30999756 463017.88999939 383.17999268 2
504071.16999817 463028.61999512 383.3500061 2
504073.30000305 463025.83999634 385.79998779 16
504064.29000092 463037.74000549 385.04000854 16
504066.68000031 463034.58000183 386.23999023 16
504071.29000092 463028.52000427 383.32000732 2
504083.45999908 463012.48000336 383.35998535 2
504080.72000122 463016.08999634 383.26998901 2
504065.48999786 463036.19999695 386.13000488 16
504064.37000275 463037.67999268 383.25 2
504084.84999847 463010.69000244 383.39001465 2
504075.25 463023.36000061 383.22000122 2
504075.97000122 463022.41999817 383.1499939 2
504084.91999817 463010.62000275 383.38000488 2
504065.48000336 463036.27999878 386.04998779 16
504087.29000092 463007.51999664 383.10998535 2
504067.34999847 463033.83999634 383.57998657 2
504076.72000122 463021.47000122 383.20999146 2
504067.37999725 463033.80999756 386.29998779 16
504080.51000214 463016.51000214 383.29000854 2
504064.05999756 463038.19999695 385.13000488 16
504065.44000244 463036.3999939 385.16000366 16
504087.01999664 463007.94999695 383.20999146 2
504065.83000183 463035.8999939 386.20999146 16
504081.65000153 463015.05000305 384.82000732 16
504071.72000122 463028.16999817 385.89001465 16
504065.44999695 463036.42999268 385.07998657 16
504073.09999847 463026.36000061 383.27999878 2
504076.86000061 463021.41000366 383.25 2
504085.23000336 463010.37999725 383.32998657 2
504060.36999893 463043.19000244 387.23999023 16
504061.25999832 463042.00999451 383.3999939 2
504077.37000275 463020.77999878 383.26998901 2
504060.91999817 463042.49000549 383.30999756 2
504065.58000183 463036.3500061 386.20999146 16
504071.48000336 463028.58000183 383.26998901 2
504067.18000031 463034.27000427 385.95999146 16
504065.63999939 463036.30999756 386.22000122 16
504082.66000366 463013.86000061 383.17001343 2
504076.34999847 463022.19000244 383.19000244 2
504080.26999664 463017.02999878 383.20001221 2
504063.40999985 463039.28999329 386.17999268 16
504077.69999695 463020.44000244 383.17999268 2
504062.63000107 463040.33999634 383.32998657 2
504061.45000076 463041.91000366 383.39001465 2
504084.94999695 463010.91000366 383.42999268 2
504072.19000244 463027.76999664 384.73999023 16
504084.70999908 463011.25 383.44000244 2
504072.47000122 463027.41000366 384.67001343 16
504077 463021.44999695 383.29000854 2
504078.22000122 463019.83999634 383.14001465 2
504070.80999756 463029.63000488 383.32000732 2
504073.61000061 463025.95999908 385.32000732 16
504068.75 463032.36999512 383.29000854 2
504080.65000153 463016.68000031 383.1499939 2
504085.81999969 463009.87999725 383.26000977 2
504072.44000244 463027.51999664 384.66000366 16
504072.51000214 463027.45999908 384.6499939 16
504064.66000366 463037.80000305 384.94000244 16
504069.30000305 463031.69999695 383.25 2
504085.88999939 463009.83999634 383.26998901 2
504066.33999634 463035.63000488 386.11999512 16
504074.41999817 463024.98999786 385.88000488 16
504079.47000122 463018.33999634 385.20001221 16
504079.95999908 463017.69999695 383.1000061 2
504077.36000061 463021.13999939 383.26000977 2
504069.81999969 463031.08999634 383.25 2
504060.79000092 463043.02000427 383.27999878 2
504081.26000214 463016.02999878 383.25 2
504068.52999878 463032.82000732 383.29000854 2
504062.45000076 463040.86000061 383.35998535 2
504073.30000305 463026.54000092 383.32000732 2
504061.61000061 463041.97999573 383.3999939 2
504077.34999847 463021.23000336 383.25 2
504079.73000336 463018.08999634 384.3500061 16
504066.13999939 463036.03999329 386.3500061 16
504086.23999786 463009.51999664 384.47000122 16
504061.04000092 463042.77999878 383.33999634 2
504083.83999634 463012.73000336 383.3999939 2
504071.76000214 463028.66000366 386.1499939 16
504064.44999695 463038.32000732 385.1499939 16
504066.69000244 463035.36000061 386.45001221 16
504081.26999664 463016.15000153 383.26000977 2
504084.05999756 463012.48999786 383.41000366 2
504065.54000092 463036.91999817 384.70999146 16
504074.02999878 463025.73000336 385.57998657 16
504079.87999725 463018.02999878 384.91000366 16
504076.29000092 463022.76999664 383.17999268 2
504083.98999786 463012.62000275 383.41000366 2
504087.08999634 463008.54000092 384.92001343 16
504071.29000092 463029.3999939 385.57000732 16
